#Lots,#Wafers,#Unit,WW,Lot,Part,Program,Oper,Wafer,Name,Counter,Cost,Catches,DPW,%Fails
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342779W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00AV_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342779,56821,279
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342757W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00Ce_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342757,56821,302
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342740W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00z3_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342740,56821,307
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342722W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00Bw_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342722,56821,276
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342693W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00yH_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342693,56821,284
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342665W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00y7_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342665,56821,290
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342628W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00CG_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342628,56821,297
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342596W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00CU_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342596,56821,290
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342592W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00C9_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342592,56821,300
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342579W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00x0_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342579,56821,295
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342575W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00B2_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342575,56821,306
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342566W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00zQ_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342566,56821,290
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342541W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00Bl_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342541,56821,288
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342534W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00Am_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342534,56821,275
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342490W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00Cq_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342490,56821,288
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342478W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00AC_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342478,56821,299
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342475W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00Bx_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342475,56821,274
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342460W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00yW_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342460,56821,296
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342438W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00AA_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342438,56821,306
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342375W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00zE_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342375,56821,293
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342373W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00yN_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342373,56821,289
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342370W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00Cb_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342370,56821,297
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342366W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00x5_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342366,56821,294
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342357W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00yK_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342357,56821,295
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342343W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00C1_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342343,56821,299
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342310W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00Bg_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342310,56821,306
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342308W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00De_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342308,56821,298
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342300W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00z5_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342300,56821,287
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342284W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00CH_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342284,56821,291
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342281W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00BT_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342281,56821,294
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342263W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00Be_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342263,56821,303
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342207W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00y1_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342207,56821,286
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342199W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00x1_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342199,56821,290
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342193W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00BW_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342193,56821,288
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342168W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00yM_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342168,56821,294
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342122W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00Bm_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342122,56821,304
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342114W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00Bp_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342114,56821,281
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342098W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00BD_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342098,56821,301
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342097W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00yU_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342097,56821,292
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342096W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00zT_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342096,56821,296
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342093W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00zG_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342093,56821,290
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342066W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00AU_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342066,56821,304
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342052W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00Dd_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342052,56821,303
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342044W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00Ao_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342044,56821,282
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0342005W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00yV_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210342005,56821,268
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0341986W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00Bq_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210341986,56821,284
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0341957W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00AK_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210341957,56821,299
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0341922W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00Bj_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210341922,56821,295
0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,g0341917W3812353A_JH_VRB023T_SHnm0k00000t_a161616xx0800044x21xxad_RB1PTiTC001I03z_LIx0DA42x0nxx00z4_SBOIDP_edt_tr_sNs_phase1|scn_ccf_x_vccia_x_x_sNs_edt_sbo_ca2tf_80sOps_list|SCN_CCF|CA2TF_SBO_SCOREBOARD_K_END_X_X_X_X_MCI_PARALLEL_HRY_KILL,30210341917,56821,283
